method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
mistral,0.20995374910034129,0.16120735570319286,0.1858383311845636,0.2806441281001079,0.20193426410703896,0.21262232433605857,0.15781148117384441,0.1203448275862069,0.11182906634132082,0.1,20
