cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,document_id,method
0.0029013539651837525,0.010471204188481676,0.010471204188481676,False,23,22,071106002,openai
0.018318068276436304,0.05970149253731343,0.04477611940298507,False,24,23,071108002,openai
0.03262233375156838,0.1258741258741259,0.11888111888111888,True,16,16,071112003,openai
0.43086529884032115,0.5431472081218274,0.1319796954314721,False,23,20,071157001,openai
0.07937877480586712,0.14903846153846154,0.10096153846153846,False,27,26,071002003,openai
0.2536764705882353,0.34065934065934067,0.0989010989010989,False,14,10,071133003,openai
0.12318840579710146,0.24,0.16,False,6,5,071042002,openai
0.046296296296296294,0.1111111111111111,0.05555555555555555,True,7,7,071054002,openai
0.5197505197505198,0.6827956989247311,0.1774193548387097,False,32,26,071003003,openai
0.03137651821862348,0.05172413793103448,0.04597701149425287,False,23,21,071111002,openai
