method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
mistral,0.208059723722596,0.1305556477995775,0.15090900819385153,0.4381869711835581,0.44816534040671974,0.14646360624644988,0.37861301467547875,0.40318021201413423,0.11263180705270198,0.2,20
