method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
gemini,0.16178508744164585,0.0654259738599686,0.1762527292619893,0.2385726073898951,0.16542288557213924,0.19426629339307652,0.10212382195542899,0.1048951048951049,0.06460276879054327,0.47619047619047616,42
