method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
openai,0.06500024540045451,0.0407440212577502,0.09134415531246169,0.16363009158045835,0.1388888888888889,0.11392445243721518,0.1555707006617799,0.1388888888888889,0.1045464282009231,1.0,31
