cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,document_id,method
0.0788608981380065,0.3487654320987654,0.345679012345679,True,34,34,7474188,gemini
0.0674091441969519,0.3344947735191638,0.3344947735191638,True,31,31,7474189,gemini
0.0784198113207547,0.3835616438356164,0.3767123287671233,True,31,31,7474194,gemini
0.0931780366056572,0.4114114114114114,0.4054054054054054,True,33,33,7474190,gemini
0.0736196319018405,0.4838709677419355,0.4838709677419355,True,10,10,7474184,gemini
0.0732203389830508,0.3490196078431372,0.3490196078431372,True,29,29,7474185,gemini
0.0883770755222281,0.3768115942028985,0.3652173913043478,True,33,33,7474191,gemini
0.0774647887323943,0.3726708074534161,0.3664596273291925,True,33,33,7474187,gemini
0.0846325167037861,0.3819875776397515,0.3788819875776397,True,32,32,7474193,gemini
0.0769230769230769,0.3890784982935154,0.3856655290102389,True,34,34,7474186,gemini
0.0783132530120482,0.3580246913580246,0.3487654320987654,True,34,34,7474188,gemini
0.0955451348182884,0.3554006968641115,0.3310104529616725,True,31,31,7474189,gemini
0.1002358490566037,0.4075342465753425,0.3835616438356164,True,31,31,7474194,gemini
0.0942872989462007,0.4114114114114114,0.3993993993993994,True,33,33,7474190,gemini
0.6196319018404908,0.9032258064516128,0.8387096774193549,True,10,10,7474184,gemini
0.2020338983050847,0.4823529411764706,0.4705882352941176,True,29,29,7474185,gemini
0.0953401178361006,0.4057971014492754,0.3855072463768116,True,33,33,7474191,gemini
0.0861321776814734,0.391304347826087,0.3881987577639751,True,33,33,7474187,gemini
0.0935412026726058,0.3975155279503105,0.391304347826087,True,32,32,7474193,gemini
0.1073345259391771,0.4368600682593856,0.3890784982935154,True,34,34,7474186,gemini
0.0750273822562979,0.3425925925925926,0.3395061728395062,True,34,34,7474188,gemini
0.0674091441969519,0.3275261324041811,0.3240418118466899,True,31,31,7474189,gemini
0.0725235849056603,0.3732876712328767,0.3664383561643836,True,31,31,7474194,gemini
0.0942872989462007,0.3993993993993994,0.3903903903903903,True,33,33,7474190,gemini
1.1042944785276074,1.3870967741935485,1.3225806451612905,True,10,10,7474184,gemini
0.0691525423728813,0.3411764705882353,0.3411764705882353,True,29,29,7474185,gemini
0.0867702196036422,0.3768115942028985,0.3594202898550724,True,33,33,7474191,gemini
0.0817984832069339,0.3819875776397515,0.3819875776397515,True,33,33,7474187,gemini
0.0929844097995545,0.4068322981366459,0.4006211180124223,True,32,32,7474193,gemini
0.08109719737626714,0.3856655290102389,0.378839590443686,True,34,34,7474186,gemini
