cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,document_id,method
0.044662309368191724,0.25157232704402516,0.24842767295597484,True,34,34,7474188,gemini
0.03401759530791789,0.1872791519434629,0.18021201413427562,True,31,31,7474189,gemini
0.07138643067846608,0.33448275862068966,0.33448275862068966,False,31,1,7474194,gemini
0.038397328881469114,0.22153846153846155,0.22153846153846155,True,33,33,7474190,gemini
0.05343511450381679,0.3,0.3,False,4,7,7474184,gemini
0.08355978260869565,0.42857142857142855,0.4246031746031746,False,28,1,7474185,gemini
0.042359249329758715,0.21005917159763313,0.19822485207100593,True,33,33,7474191,gemini
0.04741144414168937,0.24921135646687698,0.24605678233438485,True,33,33,7474187,gemini
0.05921787709497207,0.27672955974842767,0.27672955974842767,True,32,32,7474193,gemini
0.11392405063291139,0.5231316725978647,0.5231316725978647,False,33,8,7474186,gemini
