method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
gemini,0.05549895382089708,0.04685372180964415,0.01997739130154032,0.28643308037952675,0.25,0.08932375093883806,0.28374497424688433,0.24881951471142583,0.09015108553838055,0.6571428571428571,70
