method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
mistral,0.3050297584736585,0.2857567986450643,0.1631575891354532,0.4226844185421953,0.4505876068376068,0.19801169031042698,0.3111337224514554,0.2957042957042957,0.11408712965484165,0.0,10
