cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,pred_line_count,transkribus_line_count,segmentation_accuracy,bow_error_rate,document_id,method
0.0457516339869281,0.19811320754716982,0.19811320754716982,True,34,34,34,34,1.0,0.3236074270557029,7474188,gemini
0.04340175953079179,0.20848056537102475,0.20848056537102475,True,31,31,31,31,1.0,0.343108504398827,7474189,gemini
0.03657817109144543,0.2,0.1896551724137931,True,31,31,31,31,1.0,0.3168604651162791,7474194,gemini
0.042292710072342796,0.19692307692307692,0.19076923076923077,True,33,33,33,33,1.0,0.3078947368421052,7474190,gemini
0.05343511450381679,0.3,0.3,False,4,4,10,10,0.4,0.4814814814814815,7474184,gemini
0.03940217391304348,0.1984126984126984,0.19444444444444445,False,28,28,29,29,0.9655172413793104,0.32558139534883723,7474185,gemini
0.05040214477211796,0.22189349112426035,0.21893491124260356,True,33,33,33,33,1.0,0.3567961165048543,7474191,gemini
0.043596730245231606,0.2113564668769716,0.20504731861198738,True,33,33,33,33,1.0,0.33333333333333337,7474187,gemini
0.05418994413407821,0.25471698113207547,0.24528301886792453,True,32,32,32,32,1.0,0.3877551020408163,7474193,gemini
0.06268836648583484,0.2775800711743772,0.2704626334519573,False,33,33,34,34,0.9705882352941176,0.41761363636363635,7474186,gemini
