method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
mistral,0.15845618127835084,0.15867003674456315,0.027213447782530258,0.48998482126398607,0.4770291923288768,0.07972189111156523,0.4756439991601476,0.4612062490611386,0.07670966834449357,0.7,20
