method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
openai,0.060501968050637664,0.0407440212577502,0.07837878168595934,0.15610786257389075,0.13391812865497071,0.10807680862692089,0.14962972294271656,0.1286549707602339,0.10152175723682125,1.0,50
