method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
openai,0.35109901252950787,0.29415108381235244,0.1621185440324548,0.5649927597773311,0.5860453648915187,0.1663868456768102,0.4964732306113282,0.520752688172043,0.1578011003792085,0.3181818181818182,22
