method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,line_match_rate,num_documents,mean_bow,median_bow,std_bow
openai,0.08747235686555205,0.0818030050083472,0.03351108813175041,0.35349128055780477,0.3375394321766561,0.05975799874698451,0.7281553398058253,103,0.49413864785730055,0.4817518248175182,0.04970789370528338
