method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
mistral,0.11023782986792621,0.090958605664488,0.042034878176666915,0.3739486485853314,0.35,0.09455052325908717,0.3674315865754646,0.35,0.09043080365725978,0.6451612903225806,31
