method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,line_match_rate,num_documents,mean_bow,median_bow,std_bow
transkribus,0.08127946959285068,0.08120651339741974,0.008932007473077899,0.3967295798702028,0.3720451095207113,0.07241838407246108,0.7,620,0.5337871221834477,0.5214737507906388,0.039935492109486596
