method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,line_match_rate,num_documents,mean_bow,median_bow,std_bow
gemini,0.13784720443803686,0.1260712709116648,0.12049742820030165,0.43591659343403677,0.4511538461538461,0.11407598323858054,0.7053571428571429,112,0.5791594635038367,0.5925625815394652,0.10728630151507923
