cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,pred_line_count,transkribus_line_count,segmentation_accuracy,bow_error_rate,document_id,method
0.14215686274509803,0.4528301886792453,0.44025157232704404,True,34,34,34,34,1.0,0.600896860986547,7474188,gemini
0.12140762463343109,0.3992932862190813,0.38515901060070673,True,31,31,31,31,1.0,0.5561224489795918,7474189,gemini
0.11563421828908554,0.3689655172413793,0.35517241379310344,True,31,31,31,31,1.0,0.5130208333333333,7474194,gemini
0.14301613800779076,0.4553846153846154,0.4523076923076923,True,33,33,33,33,1.0,0.6087912087912088,7474190,gemini
0.11450381679389313,0.55,0.55,False,4,4,10,10,0.4,0.7,7474184,gemini
0.10733695652173914,0.4007936507936508,0.3888888888888889,False,28,28,29,29,0.9655172413793104,0.5510204081632653,7474185,gemini
0.14048257372654155,0.46153846153846156,0.44970414201183434,True,33,33,33,33,1.0,0.6067653276955602,7474191,gemini
0.12752043596730245,0.4605678233438486,0.4384858044164038,True,33,33,33,33,1.0,0.5936073059360731,7474187,gemini
0.12402234636871508,0.3836477987421384,0.3742138364779874,True,32,32,32,32,1.0,0.5339578454332552,7474193,gemini
0.15792646172393007,0.4804270462633452,0.4697508896797153,False,33,33,34,34,0.9705882352941176,0.6237373737373737,7474186,gemini
