method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,line_match_rate,num_documents,mean_bow,median_bow,std_bow
transkribus,0.08127946959285069,0.08120651339741974,0.008954700250061313,0.39672957987020285,0.3720451095207113,0.07260237118221316,0.7,150,0.5337871221834478,0.5214737507906388,0.038270775030736504
