cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,document_id,method
0.1982591876208897,0.1989528795811518,0.1989528795811518,False,23,27,71106002,openai
0.0724396336386344,0.1144278606965174,0.1144278606965174,False,24,25,71108002,openai
0.0313676286072772,0.1188811188811188,0.1118881118881118,True,16,16,71112003,openai
0.528099910793934,0.6548223350253807,0.4619289340101523,False,23,41,71157001,openai
0.2407247627264883,0.2932692307692308,0.25,False,27,34,71002003,openai
0.2481617647058823,0.3406593406593406,0.0989010989010989,False,14,11,71133003,openai
0.5217391304347826,0.56,0.52,False,6,9,71042002,openai
0.037037037037037,0.0833333333333333,0.0833333333333333,False,7,6,71054002,openai
0.5176715176715176,0.6720430107526881,0.1666666666666666,False,32,26,71003003,openai
0.4817813765182186,0.4885057471264368,0.4770114942528735,False,23,40,71111002,openai
0.1982591876208897,0.1989528795811518,0.1989528795811518,False,23,27,71106002,openai
0.5054121565362198,0.5074626865671642,0.5074626865671642,False,24,41,71108002,openai
0.5144291091593476,0.6013986013986014,0.5944055944055944,False,16,29,71112003,openai
0.5450490633363069,0.6598984771573604,0.5228426395939086,False,23,42,71157001,openai
0.0785159620362381,0.1394230769230769,0.0961538461538461,False,27,26,71002003,openai
0.4356617647058823,0.4725274725274725,0.4725274725274725,False,14,21,71133003,openai
0.0217391304347826,0.08,0.04,False,6,5,71042002,openai
0.037037037037037,0.0833333333333333,0.0833333333333333,False,7,6,71054002,openai
0.5176715176715176,0.6720430107526881,0.1666666666666666,False,32,26,71003003,openai
0.0728744939271255,0.06321839080459771,0.040229885057471264,True,23,23,071111002,openai
