cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,document_id,method
0.0659041394335512,0.279874213836478,0.27672955974842767,True,34,34,7474188,mistral
0.06217008797653959,0.2968197879858657,0.28975265017667845,True,31,31,7474189,mistral
0.12743362831858407,0.3586206896551724,0.31724137931034485,False,31,32,7474194,mistral
0.05843071786310518,0.24615384615384617,0.24307692307692308,True,33,33,7474190,mistral
0.061068702290076333,0.2,0.2,False,4,8,7474184,mistral
0.10733695652173914,0.38095238095238093,0.36507936507936506,False,28,31,7474185,mistral
0.08954423592493298,0.4260355029585799,0.42011834319526625,True,33,33,7474191,mistral
0.07356948228882834,0.3186119873817035,0.3186119873817035,True,33,33,7474187,mistral
0.06759776536312849,0.27358490566037735,0.27358490566037735,True,32,32,7474193,mistral
0.08197709463532249,0.3487544483985765,0.3487544483985765,False,33,32,7474186,mistral
