cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,document_id,method
0.0664488017429194,0.2830188679245283,0.279874213836478,True,34,34,7474188,mistral
0.0375366568914956,0.2049469964664311,0.2049469964664311,True,31,31,7474189,mistral
0.1427728613569321,0.4034482758620689,0.3586206896551724,False,31,32,7474194,mistral
0.0606566499721758,0.2523076923076923,0.2523076923076923,True,33,33,7474190,mistral
0.0610687022900763,0.2,0.2,False,4,8,7474184,mistral
0.0815217391304347,0.376984126984127,0.369047619047619,False,28,29,7474185,mistral
0.0654155495978552,0.3224852071005917,0.3195266272189349,True,33,33,7474191,mistral
0.0724795640326975,0.2996845425867508,0.2996845425867508,True,33,33,7474187,mistral
0.0737430167597765,0.2924528301886792,0.2924528301886792,True,32,32,7474193,mistral
0.0849909584086799,0.3487544483985765,0.3487544483985765,False,33,32,7474186,mistral
0.0904139433551198,0.3176100628930817,0.3081761006289308,False,34,33,7474188,mistral
0.0463343108504398,0.2473498233215547,0.2438162544169611,True,31,31,7474189,mistral
0.1215339233038348,0.3379310344827586,0.2896551724137931,False,31,32,7474194,mistral
0.0628825820812465,0.2553846153846154,0.2553846153846154,True,33,33,7474190,mistral
0.0534351145038167,0.2,0.2,False,4,8,7474184,mistral
0.1073369565217391,0.3809523809523809,0.365079365079365,False,28,31,7474185,mistral
0.0906166219839142,0.4319526627218935,0.4230769230769231,True,33,33,7474191,mistral
0.080108991825613,0.3375394321766561,0.334384858044164,True,33,33,7474187,mistral
0.0614525139664804,0.2358490566037736,0.2358490566037736,True,32,32,7474193,mistral
0.0723327305605786,0.2740213523131672,0.2704626334519573,False,33,32,7474186,mistral
0.0659041394335512,0.279874213836478,0.2767295597484276,True,34,34,7474188,mistral
0.0621700879765395,0.2968197879858657,0.2897526501766784,True,31,31,7474189,mistral
0.127433628318584,0.3586206896551724,0.3172413793103448,False,31,32,7474194,mistral
0.0584307178631051,0.2461538461538461,0.243076923076923,True,33,33,7474190,mistral
0.0610687022900763,0.2,0.2,False,4,8,7474184,mistral
0.1073369565217391,0.3809523809523809,0.365079365079365,False,28,31,7474185,mistral
0.0895442359249329,0.4260355029585799,0.4201183431952662,True,33,33,7474191,mistral
0.0735694822888283,0.3186119873817035,0.3186119873817035,True,33,33,7474187,mistral
0.0675977653631284,0.2735849056603773,0.2735849056603773,True,32,32,7474193,mistral
0.08197709463532249,0.3487544483985765,0.3487544483985765,False,33,32,7474186,mistral
