method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
gemini,0.0423863269262883,0.03551064900218005,0.03465985920484855,0.13859952449354757,0.1345029239766081,0.07992205628617566,0.13205577861023418,0.1345029239766081,0.0695326345105156,1.0,30
