cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,pred_line_count,transkribus_line_count,segmentation_accuracy,bow_error_rate,document_id,method
0.065359477124183,0.3113207547169811,0.2955974842767295,True,34,34,34,34,1.0,0.4514563106796116,7474188,openai
0.0510263929618768,0.2826855123674912,0.2720848056537102,True,31,31,31,31,1.0,0.4245810055865922,7474189,openai
0.0584070796460177,0.3103448275862069,0.3034482758620689,True,31,31,31,31,1.0,0.4603174603174603,7474194,openai
0.0556483027267668,0.2523076923076923,0.24,True,33,33,33,33,1.0,0.3840399002493765,7474190,openai
0.0687022900763358,0.45,0.45,False,4,4,10,10,0.4,0.5333333333333333,7474184,openai
0.0638586956521739,0.3015873015873015,0.2896825396825397,False,28,28,29,29,0.9655172413793104,0.4509202453987729,7474185,openai
0.0750670241286863,0.3372781065088757,0.3372781065088757,True,33,33,33,33,1.0,0.4911504424778761,7474191,openai
0.0610354223433242,0.3217665615141956,0.3091482649842271,True,33,33,33,33,1.0,0.4674698795180723,7474187,openai
0.0703910614525139,0.330188679245283,0.320754716981132,True,32,32,32,32,1.0,0.4809523809523809,7474193,openai
0.0807715491259795,0.37722419928825623,0.35231316725978645,False,33,33,34,34,0.9705882352941176,0.5223097112860893,7474186,openai
