method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
openai,0.24762785291593126,0.17341109221945894,0.23699164413574728,0.30819917897467614,0.22905219780219777,0.2669334132870952,0.2108442585746503,0.0897435897435897,0.21350020641503661,0.0,10
