cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,document_id,method
0.05337690631808279,0.24213836477987422,0.23270440251572327,True,34,34,7474188,openai
0.08093841642228738,0.2508833922261484,0.2508833922261484,True,31,31,7474189,openai
0.071976401179941,0.3310344827586207,0.3275862068965517,False,31,1,7474194,openai
0.04674457429048414,0.2123076923076923,0.20615384615384616,True,33,33,7474190,openai
0.0916030534351145,0.2,0.2,True,4,4,7474184,openai
0.11277173913043478,0.42063492063492064,0.4126984126984127,False,28,29,7474185,openai
0.12010723860589813,0.4260355029585799,0.42011834319526625,True,33,33,7474191,openai
0.0332425068119891,0.15772870662460567,0.14826498422712933,True,33,33,7474187,openai
0.12011173184357542,0.39622641509433965,0.3836477987421384,True,32,32,7474193,openai
0.11874623267028331,0.46619217081850534,0.46619217081850534,False,33,1,7474186,openai
