method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
openai,0.052745691922808265,0.0357507660878447,0.06910967696548156,0.14684883775424276,0.1333333333333333,0.10190136393212391,0.1409244862803896,0.1223021582733813,0.09600936298972364,1.0,48
