method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
gemini,0.047347510655842626,0.04630353086457395,0.028684670838718382,0.1556008993596773,0.14824561403508765,0.07820125404960492,0.15067932171147014,0.14839181286549705,0.06908294664236067,1.0,10
