method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
mistral,0.14626279020744945,0.15156523196176705,0.02300754318017855,0.452871131992861,0.446831045585494,0.0605951962334453,0.44200588102851307,0.43554058634129805,0.058290800897677,0.8,10
