cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,document_id,method
0.016585365853658537,0.06349206349206349,0.06349206349206349,True,21,21,071106002,openai
0.020100502512562814,0.09045226130653267,0.09045226130653267,True,22,22,071108002,openai
0.04230769230769231,0.1079136690647482,0.1079136690647482,True,15,15,071112003,openai
0.07705934455270151,0.18974358974358974,0.18974358974358974,True,26,26,071157001,openai
0.051709027169149865,0.15270935960591134,0.15270935960591134,True,27,27,071002003,openai
0.04291044776119403,0.1111111111111111,0.1,True,12,12,071133003,openai
0.007518796992481203,0.043478260869565216,0.043478260869565216,True,4,4,071042002,openai
0.2672811059907834,0.3611111111111111,0.3611111111111111,True,7,7,071054002,openai
0.11945031712473574,0.3050847457627119,0.2655367231638418,True,28,28,071003003,openai
0.03472931562819203,0.13450292397660818,0.1286549707602339,True,21,21,071111002,openai
