method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
gemini,0.057894889325392954,0.0423076923076923,0.06289681167720212,0.15500784750983898,0.1345029239766081,0.08055253611251496,0.15057248822494848,0.1345029239766081,0.07380176700015115,1.0,21
