cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,pred_line_count,transkribus_line_count,segmentation_accuracy,bow_error_rate,document_id,method
0.1378299120234604,0.4558303886925795,0.4416961130742049,True,31,31,31,31.0,1.0,0.5955882352941176,7474189,mistral
0.1899705014749262,0.5310344827586206,0.4655172413793103,True,31,31,31,31.0,1.0,0.6352941176470588,7474194,mistral
0.1179744017807456,0.4707692307692308,0.4615384615384615,True,33,33,33,33.0,1.0,0.6187363834422658,7474190,mistral
0.2977099236641221,0.7,0.7,False,4,4,10,10.0,0.4,0.7674418604651163,7474184,mistral
0.1111111111111111,0.4465408805031446,0.4276729559748428,True,34,34,34,34.0,1.0,0.5946547884187082,7474188,mistral
0.1478005865102639,0.4805653710247349,0.4593639575971731,True,31,31,31,31.0,1.0,0.6101694915254237,7474189,mistral
0.1728613569321534,0.5103448275862069,0.4655172413793103,True,31,31,31,31.0,1.0,0.6327014218009479,7474194,mistral
0.1252086811352253,0.4646153846153846,0.4584615384615385,True,33,33,33,33.0,1.0,0.6157205240174672,7474190,mistral
0.1145038167938931,0.5,0.5,False,4,4,10,10.0,0.4,0.7222222222222222,7474184,mistral
0.1419836956521739,0.4603174603174603,0.4325396825396825,False,28,28,29,29.0,0.9655172413793104,0.59375,7474185,mistral
0.128686327077748,0.5088757396449705,0.4733727810650887,True,33,33,33,33.0,1.0,0.6405622489959839,7474191,mistral
0.1046321525885558,0.416403785488959,0.3943217665615142,True,33,33,33,33.0,1.0,0.5636363636363637,7474187,mistral
0.1217877094972067,0.4811320754716981,0.4654088050314465,True,32,32,32,32.0,1.0,0.6223175965665235,7474193,mistral
0.1350210970464135,0.498220640569395,0.4839857651245551,False,33,33,34,34.0,0.9705882352941176,0.6428571428571428,7474186,mistral
0.1094771241830065,0.440251572327044,0.4150943396226415,True,34,34,34,34.0,1.0,0.5838926174496644,7474188,mistral
0.1331378299120234,0.4664310954063604,0.4452296819787986,True,31,31,31,31.0,1.0,0.5965770171149144,7474189,mistral
0.1734513274336283,0.5137931034482759,0.4655172413793103,True,31,31,31,31.0,1.0,0.6335697399527187,7474194,mistral
0.117417918753478,0.4646153846153846,0.4553846153846154,True,33,33,33,33.0,1.0,0.6135371179039302,7474190,mistral
0.2824427480916031,0.7,0.7,False,4,4,10,10.0,0.4,0.7560975609756098,7474184,mistral
0.139945652173913,0.4722222222222222,0.4444444444444444,False,28,28,29,29.0,0.9655172413793104,0.589041095890411,7474185,mistral
0.1490616621983914,0.5236686390532544,0.4940828402366864,True,33,33,33,33.0,1.0,0.6593625498007969,7474191,mistral
0.106267029972752,0.4258675078864353,0.4069400630914827,True,33,33,33,33.0,1.0,0.5746606334841629,7474187,mistral
0.1212290502793296,0.5062893081761006,0.4874213836477987,True,32,32,32,32.0,1.0,0.6448202959830867,7474193,mistral
0.1374321880650994,0.505338078291815,0.494661921708185,False,33,33,34,34.0,0.9705882352941176,0.6511056511056511,7474186,mistral
0.1094771241830065,0.440251572327044,0.4150943396226415,True,34,34,34,34.0,1.0,0.5838926174496644,7474188,mistral
0.1331378299120234,0.4664310954063604,0.4452296819787986,True,31,31,31,31.0,1.0,0.5965770171149144,7474189,mistral
0.1734513274336283,0.5137931034482759,0.4655172413793103,True,31,31,31,31.0,1.0,0.6335697399527187,7474194,mistral
0.1168614357262103,0.4646153846153846,0.4553846153846154,True,33,33,33,33.0,1.0,0.6126914660831511,7474190,mistral
0.3969465648854962,0.85,0.85,False,4,4,10,10.0,0.4,0.8108108108108107,7474184,mistral
0.139945652173913,0.4722222222222222,0.4444444444444444,False,28,28,29,29.0,0.9655172413793104,0.5879120879120879,7474185,mistral
0.1533512064343163,0.5236686390532544,0.4940828402366864,True,33,33,33,33.0,1.0,0.6510204081632653,7474191,mistral
0.106267029972752,0.4258675078864353,0.4069400630914827,True,33,33,33,33.0,1.0,0.5746606334841629,7474187,mistral
0.1212290502793296,0.5062893081761006,0.4874213836477987,True,32,32,32,32.0,1.0,0.6448202959830867,7474193,mistral
0.1368294153104279,0.505338078291815,0.494661921708185,False,33,33,34,34.0,0.9705882352941176,0.6502463054187192,7474186,mistral
0.1094771241830065,0.440251572327044,0.4150943396226415,True,34,34,34,,1.0,0.5838926174496644,7474188,mistral
0.1331378299120234,0.4664310954063604,0.4452296819787986,True,31,31,31,,1.0,0.5965770171149144,7474189,mistral
0.1734513274336283,0.5137931034482759,0.4655172413793103,True,31,31,31,,1.0,0.6335697399527187,7474194,mistral
0.117417918753478,0.4646153846153846,0.4553846153846154,True,33,33,33,,1.0,0.6126914660831511,7474190,mistral
0.3969465648854962,0.85,0.85,False,4,4,10,,0.4,0.8108108108108107,7474184,mistral
0.139945652173913,0.4722222222222222,0.4444444444444444,False,28,28,29,,0.9655172413793104,0.5879120879120879,7474185,mistral
0.1533512064343163,0.5236686390532544,0.4940828402366864,True,33,33,33,,1.0,0.6510204081632653,7474191,mistral
0.106267029972752,0.4258675078864353,0.4069400630914827,True,33,33,33,,1.0,0.5746606334841629,7474187,mistral
0.1212290502793296,0.5062893081761006,0.4874213836477987,True,32,32,32,,1.0,0.6448202959830867,7474193,mistral
0.1368294153104279,0.505338078291815,0.494661921708185,False,33,33,34,,0.9705882352941176,0.6502463054187192,7474186,mistral
0.1116557734204793,0.4433962264150943,0.4182389937106918,True,34,34,34,,1.0,0.5870535714285714,7474188,mistral
0.1325513196480938,0.4664310954063604,0.4452296819787986,True,31,31,31,,1.0,0.5965770171149144,7474189,mistral
0.1734513274336283,0.5137931034482759,0.4655172413793103,True,31,31,31,,1.0,0.6335697399527187,7474194,mistral
0.1168614357262103,0.4646153846153846,0.4553846153846154,True,33,33,33,,1.0,0.6126914660831511,7474190,mistral
0.2366412213740458,0.75,0.75,False,4,4,10,,0.4,0.8,7474184,mistral
0.139266304347826,0.4682539682539682,0.4444444444444444,False,28,28,29,,0.9655172413793104,0.5824175824175823,7474185,mistral
0.1302949061662198,0.5059171597633136,0.4733727810650887,True,33,33,33,,1.0,0.6404040404040404,7474191,mistral
0.1079019073569482,0.4258675078864353,0.4100946372239747,True,33,33,33,,1.0,0.5769230769230769,7474187,mistral
0.1217877094972067,0.5031446540880503,0.4748427672955975,True,32,32,32,,1.0,0.6353944562899787,7474193,mistral
0.134418324291742,0.498220640569395,0.4875444839857651,False,33,33,34,,0.9705882352941176,0.645320197044335,7474186,mistral
0.1111111111111111,0.4371069182389937,,True,34,34,34,,1.0,0.5829596412556054,7474188,mistral
0.1302052785923753,0.4664310954063604,,True,31,31,31,,1.0,0.6024390243902439,7474189,mistral
0.1728613569321534,0.5103448275862069,,True,31,31,31,,1.0,0.6303317535545023,7474194,mistral
0.117417918753478,0.4646153846153846,,True,33,33,33,,1.0,0.6126914660831511,7474190,mistral
0.2213740458015267,0.75,,False,4,4,10,,0.4,0.8,7474184,mistral
0.139945652173913,0.4722222222222222,,False,28,28,29,,0.9655172413793104,0.5879120879120879,7474185,mistral
0.1533512064343163,0.5236686390532544,,True,33,33,33,,1.0,0.6510204081632653,7474191,mistral
0.1079019073569482,0.4290220820189274,,True,33,33,33,,1.0,0.5765765765765766,7474187,mistral
0.1217877094972067,0.5031446540880503,,True,32,32,32,,1.0,0.6440677966101696,7474193,mistral
0.1356238698010849,0.505338078291815,,False,33,33,34,,0.9705882352941176,0.6486486486486487,7474186,mistral
0.0958605664488017,0.4056603773584906,,True,34,34,34,,1.0,0.5580865603644647,7474188,mistral
0.1571847507331378,0.4593639575971731,,True,31,31,31,,1.0,0.5703883495145632,7474189,mistral
0.1191740412979351,0.4517241379310345,,True,31,31,31,,1.0,0.5772946859903382,7474194,mistral
0.1062882582081246,0.4369230769230769,,True,33,33,33,,1.0,0.5833333333333333,7474190,mistral
0.2977099236641221,0.75,,False,4,4,10,,0.4,0.7741935483870968,7474184,mistral
0.1936141304347826,0.4404761904761904,,False,28,28,29,,0.9655172413793104,0.5194444444444444,7474185,mistral
0.1008042895442359,0.4319526627218935,,True,33,33,33,,1.0,0.5753138075313807,7474191,mistral
0.0850136239782016,0.3880126182965299,,True,33,33,33,,1.0,0.5333333333333333,7474187,mistral
0.1212290502793296,0.4716981132075472,,True,32,32,32,,1.0,0.6012931034482758,7474193,mistral
0.11452682338758288,0.4697508896797153,,False,33,33,34,,0.9705882352941176,0.6115288220551378,7474186,mistral
