cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,document_id,method
0.0204878048780487,0.0793650793650793,0.0793650793650793,True,21,21,71106002,mistral
0.0217755443886097,0.0753768844221105,0.0753768844221105,True,22,22,71108002,mistral
0.0615384615384615,0.158273381294964,0.1510791366906475,True,15,15,71112003,mistral
0.1116031886625332,0.2102564102564102,0.2102564102564102,True,26,26,71157001,mistral
0.0683610867659947,0.1970443349753694,0.1773399014778325,True,27,27,71002003,mistral
0.0503731343283582,0.1222222222222222,0.1222222222222222,True,12,12,71133003,mistral
0.0225563909774436,0.0869565217391304,0.0869565217391304,True,4,4,71042002,mistral
0.543778801843318,0.6944444444444444,0.6944444444444444,True,7,7,71054002,mistral
0.233615221987315,0.4124293785310734,0.3785310734463277,True,28,28,71003003,mistral
0.0418794688457609,0.1403508771929824,0.1403508771929824,True,21,21,71111002,mistral
0.0195121951219512,0.0793650793650793,0.0793650793650793,True,21,21,71106002,mistral
0.0251256281407035,0.0804020100502512,0.0804020100502512,True,22,22,71108002,mistral
0.0602564102564102,0.158273381294964,0.1510791366906475,True,15,15,71112003,mistral
0.0478299379982285,0.1589743589743589,0.1589743589743589,True,26,26,71157001,mistral
0.0622261174408413,0.1921182266009852,0.167487684729064,True,27,27,71002003,mistral
0.0559701492537313,0.1444444444444444,0.1333333333333333,True,12,12,71133003,mistral
0.0225563909774436,0.0869565217391304,0.0869565217391304,True,4,4,71042002,mistral
0.216589861751152,0.3611111111111111,0.3611111111111111,True,7,7,71054002,mistral
0.1257928118393234,0.3107344632768362,0.2768361581920904,True,28,28,71003003,mistral
0.0408580183861082,0.1461988304093567,0.1461988304093567,True,21,21,71111002,mistral
0.0204878048780487,0.074074074074074,0.074074074074074,True,21,21,71106002,mistral
0.0217755443886097,0.0904522613065326,0.0904522613065326,True,22,22,71108002,mistral
0.0602564102564102,0.1726618705035971,0.1654676258992805,True,15,15,71112003,mistral
0.0451727192205491,0.1384615384615384,0.1333333333333333,True,26,26,71157001,mistral
0.0674846625766871,0.1773399014778325,0.1527093596059113,True,27,27,71002003,mistral
0.0485074626865671,0.1222222222222222,0.1222222222222222,True,12,12,71133003,mistral
0.0150375939849624,0.0869565217391304,0.0869565217391304,True,4,4,71042002,mistral
0.0691244239631336,0.2777777777777778,0.2777777777777778,True,7,7,71054002,mistral
0.1437632135306553,0.3559322033898305,0.288135593220339,True,28,28,71003003,mistral
0.049029622063329927,0.15789473684210525,0.15789473684210525,True,21,21,071111002,mistral
