method,mean_cer,median_cer,std_cer,mean_wer,median_wer,std_wer,mean_bwer,median_bwer,std_bwer,line_match_rate,num_documents
transkribus,0.08127946959285068,0.08120651339741974,0.00940756662704087,0.39672957987020274,0.3720451095207113,0.07627409350448619,0.39046489467464474,0.3629442970822281,0.07786787584045184,0.7,10
