cer,wer,bwer,line_count_match,gt_line_count,transcription_line_count,document_id,method
0.06736035049288061,0.2993827160493827,0.2932098765432099,True,34,34,7474188,openai
0.053341148886283704,0.27526132404181186,0.27526132404181186,True,31,31,7474189,openai
0.10377358490566038,0.3904109589041096,0.3801369863013699,True,31,31,7474194,openai
0.0776483638380477,0.32732732732732733,0.3153153153153153,True,33,33,7474190,openai
0.03067484662576687,0.1935483870967742,0.1935483870967742,True,10,10,7474184,openai
0.06779661016949153,0.3254901960784314,0.3215686274509804,True,29,29,7474185,openai
0.06748794858061061,0.30434782608695654,0.2985507246376812,True,33,33,7474191,openai
0.06554712892741062,0.3167701863354037,0.3167701863354037,True,33,33,7474187,openai
0.07405345211581292,0.3385093167701863,0.33540372670807456,True,32,32,7474193,openai
0.06797853309481217,0.3242320819112628,0.3242320819112628,True,34,34,7474186,openai
